"Iso Code","Language Name"
nfl,"Äiwoo"
pbl,"Mak"
pyu,"Puyuma"
zrg,"Mirgan"
aif,"Agi"
kmj,"Kumarbhag Paharia"
njj,"Njen"
ahs,"Ashe"
kwu,"Kwakum"
mxh,"Mvuba"
chp,"Dene"
iko,"Olulumo-Ikom"
krh,"Kurama"
bux,"Boghom"
udl,"Wuzlam"
one,"Oneida"
akq,"Ak"
fla,"Kalispel-Pend d’Oreille"
zpr,"Zapotec, Santiago Xanica"
tvt,"Naga, Tutsa"
awe,"Awetí"
bqx,"Baangi"
yns,"Iyansi"
dya,"Dyan"
hkk,"Hunjara-Kaina Ke"
clc,"Chilcotin"
kpa,"Kutto"
ldk,"Leelau"
dak,"Dakota"
vls,"West Flemish"
xnz,"Mattokki"
ccj,"Kasanga"
kzc,"Kulango, Bondoukou"
dkx,"Mazagway-Hidi"
leq,"Lembena"
saz,"Saurashtra"
mqz,"Pano"
akr,"Araki"
fap,"Paloor"
mef,"Megam"
rat,"Razajerdi"
kmk,"Kalinga, Limos"
ike,"Inuktitut, Eastern Canadian"
see,"Seneca"
nlo,"Ngul"
klk,"Kono"
rcf,"Réunion French Creole"
bof,"Bolon"
rwk,"Rwa"
smt,"Simte"
jma,"Dima"
mmn,"Minamanwa"
mhk,"Mungaka"
whg,"Yuwei"
zro,"Záparo"
sob,"Sobei"
mtp,"Weenhayek"
zuy,"Zumaya"
ocu,"Matlatzinca, Atzingo"
xtt,"Mixtec, Tacahua"
mek,"Mekeo"
ctt,"Chetti, Wayanad"
bni,"Bangi"
ogb,"Ogbia"
orx,"Oro"
kot,"Lagwan"
itr,"Yawuno Teneyo"
kic,"Kickapoo"
skd,"Miwok, Southern Sierra"
nhg,"Nahuatl, Tetelcingo"
bvi,"Belanda Viri"
tny,"Tongwe"
rui,"Rufiji"
dor,"Dori’o"
lmk,"Lamkang"
ncb,"Nicobarese, Central"
msg,"Moraid"
snq,"Sangu"
eme,"Tekó"
amc,"Amahuaca"
msn,"Vurës"
hdn,"Haida, Northern"
com,"Comanche"
sgd,"Surigaonon"
cdf,"Chiru"
ttj,"Tooro"
skv,"Skou"
twp,"Ere"
gek,"Ywom"
cob,"Chicomuceltec"
fll,"Fali, North"
mne,"Naba"
coc,"Cocopa"
mph,"Maung"
gaf,"Gende"
agh,"Ngelima"
epi,"Epie"
aaw,"Solong"
sok,"Sokoro"
piu,"Pintupi-Luritja"
dyg,"Agta, Villa Viciosa"
mla,"Malo"
dof,"Domu"
klx,"Koluwawa"
gab,"Gabri"
scn,"Sicilian"
mat,"Matlatzinca, San Francisco"
bja,"Budza"
kcj,"Kobiana"
kwb,"Kwa"
tsu,"Tsou"
kev,"Kanikkaran"
ksj,"Uare"
zrs,"Mairasi"
bcv,"Shoo-Minda-Nye"
sug,"Suganga"
pcl,"Pardhi"
yim,"Naga, Yimchungru"
kqk,"Gbe, Kotafon"
bzx,"Bozo, Kelengaxo"
esh,"Eshtehardi"
fay,"Fars, Southwestern"
dee,"Dewoin"
eze,"Uzekwe"
bwt,"Bafaw-Balong"
nph,"Naga, Phom"
pmm,"Pol"
pdc,"German, Pennsylvania"
srz,"Shahmirzadi"
tug,"Tunia"
hux,"Witoto, Nipode"
soo,"Songo"
bcz,"Bainouk-Gunyaamolo"
bva,"Barein"
sky,"Sikaiana"
blc,"Bella Coola"
skq,"Sininkere"
yix,"Axi"
arx,"Aruá"
msl,"Molof"
aqt,"Angaité"
gcr,"Guianese French Creole"
mtb,"Anyin Morofo"
lrl,"Lari"
tiy,"Teduray"
iwm,"Iwam"
bhg,"Binandere"
pbv,"Pnar"
gmm,"Gbaya-Mbodomo"
apy,"Apalaí"
iow,"Iowa-Oto"
cku,"Koasati"
sry,"Sera"
zcd,"Zapotec, Las Delicias"
toj,"Tojolabal"
idi,"Idi"
kqw,"Kandas"
irr,"Ir"
bif,"Biafada"
akf,"Akpa"
arw,"Arawak"
lor,"Téén"
was,"Washo"
nrg,"Narango"
knz,"Kalamsé"
anf,"Animere"
goz,"Gozarkhani"
vmh,"Maraghei"
arp,"Arapaho"
glr,"Glaro-Twabo"
big,"Biangai"
tou,"Tho"
lie,"Likila"
hol,"Holu"
dbn,"Duriankere"
asu,"Asurini, Tocantins"
xvi,"Kamviri"
aaf,"Aranadan"
mii,"Mixtec, Chigmecatitlán"
xkj,"Kajali"
bez,"Bena"
trv,"Seediq"
bqs,"Bosmun"
yax,"Yauma"
ykg,"Yukaghir, Northern"
hgm,"Hai|ǁom"
sgr,"Sangisari"
vaf,"Vafsi"
anl,"Chin, Anu-Khongso"
mdh,"Maguindanaon"
bbv,"Karnai"
wbb,"Wabo"
shc,"Sonde"
nsa,"Naga, Sangtam"
rtm,"Rotuman"
kvg,"Kuni-Boazi"
cgg,"Chiga"
mdn,"Mbati"
job,"Joba"
bxl,"Jalkunan"
jrt,"Jakattoe"
ilp,"Iranun"
njh,"Naga, Lotha"
sek,"Sekani"
avi,"Avikam"
nmh,"Naga, Monsang"
cos,"Corsican"
ctz,"Chatino, Zacatepec"
wbj,"Alagwa"
sbg,"Seget"
tyy,"Tiyaa"
bea,"Beaver"
chd,"Chontal, Highland Oaxaca"
ado,"Abu"
mnv,"Rennell-Bellona"
dbb,"Deno"
mti,"Maiwa"
ekp,"Ekpeye"
plr,"Sénoufo, Palaka"
nev,"Nyaheun"
cra,"Chara"
tla,"Tepehuan, Southwestern"
xmf,"Mingrelian"
nyw,"Nyaw"
dis,"Dimasa"
zpy,"Zapotec, Mazaltepec"
dgx,"Doghoro"
ifm,"Teke-Wuumu"
ngz,"Ngungwel"
yra,"Yerakai"
sau,"Saleman"
psw,"Port Sandwich"
kbm,"Iwal"
mye,"Myene"
tiq,"Tiéfo"
kkh,"Khün"
kjt,"Karen, Phrae Pwo"
gox,"Gobu"
kzm,"Kais"
pac,"Pacoh"
gua,"Shiki"
too,"Totonac, Xicotepec de Juárez"
nre,"Naga, Southern Rengma"
pqm,"Malecite-Passamaquoddy"
gul,"Sea Island English Creole"
cte,"Chinantec, Tepinapa"
buf,"Bushoong"
bws,"Bomboma"
tlq,"Tai Loi"
asi,"Buruwai"
bpv,"Marind, Bian"
atk,"Ati"
gar,"Galeya"
plv,"Palawano, Southwest"
sev,"Sénoufo, Nyarafolo"
vem,"Vemgo-Mabas"
hla,"Halia"
mna,"Mbula"
pcb,"Pear"
lih,"Lihir"
ksv,"Kusu"
iby,"Ibani"
yrb,"Yareba"
nge,"Ngemba"
ney,"Neyo"
keb,"Kélé"
nuq,"Nukumanu"
okh,"Koresh-e Rostam"
ity,"Itneg, Moyadan"
van,"Walman"
ijs,"Ijo, Southeast"
shs,"Shuswap"
mkb,"Mal Paharia"
kit,"Agob"
nyj,"Nyanga"
tti,"Tobati"
agb,"Legbo"
twr,"Tarahumara, Southwestern"
cae,"Laalaa"
biu,"Biate"
grs,"Gresi"
brp,"Barapasi"
tdv,"Atoro"
crv,"Chaura"
njs,"Nisa"
oke,"Okpe"
tdl,"Kusur-Myet"
mlx,"Na’ahai"
zte,"Zapotec, Elotepec"
ivb,"Ibatan"
chy,"Cheyenne"
mbf,"Malay, Baba"
nal,"Nalik"
lwl,"Lawa, Eastern"
buw,"Bubi"
qus,"Quichua, Santiago del Estero"
lik,"Lika"
lna,"Langbashe"
dem,"Dem"
ldo,"Loo"
pbg,"Paraujano"
mic,"Mi’kmaq"
wdj,"Wadjiginy"
tol,"Tolowa"
sns,"Nahavaq"
luz,"Luri, Southern"
tgy,"Togoyo"
sha,"Shall-Zwall"
mtl,"Tehl"
scw,"Sya"
hna,"Mina"
moe,"Innu"
mae,"Bo-Rukul"
avd,"Alviri-Vidari"
bsy,"Bisaya, Sabah"
kfe,"Kota"
dsn,"Dusner"
kst,"Winyé"
bid,"Bidiyo"
erg,"Sie"
tls,"Tambotalo"
nkw,"Nkutu"
zia,"Zia"
bdw,"Baham"
une,"Uneme"
ykk,"Yakaikeke"
plu,"Palikúr"
pfe,"Pere"
blq,"Paluai"
sao,"Sause"
tsa,"Tsaangi"
uni,"Uni"
irn,"Irántxe"
pos,"Popoluca, Sayula"
mot,"Barí"
lki,"Laki"
gbn,"Mo’da"
chk,"Chuukese"
kmz,"Khorasani Turkish"
orz,"Ormu"
bfe,"Betaf"
nlj,"Nyali"
bnn,"Bunun"
aba,"Abé"
abu,"Abure"
iai,"Iaai"
knn,"Konkani"
biy,"Birhor"
yog,"Yogad"
gnb,"Gangte"
bou,"Bondei"
zmq,"Mituku"
tto,"Ta’oih, Lower"
abm,"Abanyom"
dhv,"Drehu"
brl,"Birwa"
shh,"Shoshoni"
zbc,"Berawan, Central"
oyd,"Oyda"
pek,"Penchal"
tbj,"Tiang"
ema,"Emai-Iuleha-Ora"
bgi,"Bagobo-Klata"
tkq,"Tee"
nmm,"Nyeshangte"
kkk,"Kokota"
djn,"Djauan"
tow,"Jemez"
nwm,"Nyamusa-Molo"
tef,"Teressa"
daw,"Davawenyo"
kpx,"Koiali, Mountain"
mtq,"Muong"
mwe,"Mwera"
stv,"Silt’e"
lum,"Luimbi"
phq,"Phana’"
tdc,"Embera Tadó"
pcj,"Parenga"
vnk,"Lovono"
kdd,"Yankunytjatjara"
aul,"Aulua"
mnp,"Chinese, Min Bei"
tdo,"Teme"
mwg,"Aiklep"
dma,"Duma"
coz,"Chocholtec"
owi,"Owiniga"
rji,"Raji"
aey,"Amele"
dge,"Degenang"
nil,"Nila"
ler,"Lenkau"
agt,"Agta, Central Cagayan"
kof,"Kubi"
okx,"Okpe"
ogg,"Ogbogolo"
xes,"Koromu"
hur,"Halkomelem"
bgx,"Balkan Gagauz Turkish"
anx,"Andra-Hus"
rwo,"Rawa"
caz,"Canichana"
kuh,"Kushi"
bks,"Sorsoganon, Northern"
ztx,"Zapotec, Zaachila"
axk,"Yaka"
umm,"Umon"
mmy,"Migaama"
aee,"Pashai, Northeast"
lil,"Lillooet"
lvk,"Lavukaleve"
ibd,"Iwaidja"
azt,"Atta, Faire"
usa,"Usarufa"
saa,"Saba"
bar,"Bavarian"
mzn,"Mazandarani"
unx,"Munda"
puo,"Puoc"
lek,"Leipon"
pkg,"Pak-Tong"
niu,"Niue"
oni,"Onin"
jaf,"Jara"
dwa,"Diri"
lmg,"Lamogai"
tau,"Tanana, Upper"
zoh,"Zoque, Chimalapa"
cbg,"Chimila"
gla,"Scottish Gaelic"
yur,"Yurok"
peb,"Pomo, Eastern"
kbb,"Kaxuiâna"
ivv,"Ivatan"
oka,"Okanagan"
ral,"Ralte"
nun,"Anong"
soz,"Temi"
ndh,"Ndali"
kdy,"Keijar"
bjo,"Banda, Mid-Southern"
env,"Enwan"
nds,"Saxon, Low"
kyy,"Asa’a"
moy,"Shekkacho"
mnm,"Mapena"
sbh,"Sori-Harengan"
bek,"Bebeli"
pdn,"Fedan"
mxm,"Meramera"
moj,"Monzombo"
tul,"Tula"
oks,"Oko-Eni-Osayen"
bjc,"Bariji"
hvv,"Huave, Santa María del Mar"
dme,"Dugwor"
plk,"Shina, Kohistani"
lal,"Lalia"
sir,"Siri"
yhd,"Arabic, Judeo-Iraqi"
zmp,"Mpuono"
ofu,"Efutop"
iki,"Iko"
sjg,"Assangori"
gae,"Guarequena"
hei,"Heiltsuk"
dmr,"Damar, East"
lti,"Leti"
ipo,"Ipiko"
dva,"Duau"
yaw,"Yawalapití"
dgg,"Doga"
mdw,"Mbosi"
mzv,"Mandja"
tkp,"Tikopia"
snv,"Sa’ban"
bte,"Gamo-Ningi"
nqt,"Nteng"
etx,"Iten"
gwa,"Mbato"
aji,"Ajië"
gni,"Gooniyandi"
blm,"Beli"
hid,"Hidatsa"
tof,"Gizrra"
kos,"Kosraean"
cja,"Cham, Western"
yki,"Yoke"
haa,"Han"
gad,"Gaddang"
mbs,"Manobo, Sarangani"
kkd,"Kinuku"
kol,"Kol"
noz,"Nayi"
kms,"Kamasau"
kfu,"Katkari"
mps,"Dadibi"
sbc,"Kele"
pon,"Pohnpeian"
sos,"Seeku"
kwt,"Kwesten"
diz,"Ding"
buj,"Basa-Gurmana"
onj,"Onjob"
cbo,"Izora"
pic,"Pinji"
zpw,"Zapotec, Zaniza"
sro,"Sardinian, Campidanese"
psi,"Pashai, Southeast"
kyh,"Karok"
msk,"Mansaka"
kxn,"Melanau, Kanowit-Tanjong"
end,"Ende"
mgf,"Maklew"
wgb,"Wagawaga"
mhc,"Mocho"
niw,"Nimo"
gyd,"Kayardild"
crc,"Lonwolwol"
bwf,"Boselewa"
huf,"Humene"
lad,"Ladino"
dei,"Demisa"
kgb,"Kawe"
prc,"Parachi"
ttw,"Long Wat"
ilu,"Ili’uun"
mnu,"Mer"
mbo,"Mbo"
glo,"Galambu"
sys,"Sinyar"
sgy,"Sanglechi"
poo,"Pomo, Central"
tsi,"Tsimshian"
svb,"Ulau-Suain"
wsa,"Warembori"
kkz,"Kaska"
gsw,"German, Swiss"
skb,"Saek"
ano,"Andoque"
zun,"Zuni"
tnm,"Tabla"
sbb,"Simbo"
wkd,"Mo"
sby,"Soli"
xok,"Xokleng"
chj,"Chinantec, Ojitlán"
jge,"Judeo-Georgian"
ugo,"Ugong"
lmi,"Lombi"
nkh,"Naga, Khezha"
huz,"Hunzib"
tft,"Ternate"
mrp,"Morouas"
mrf,"Elseng"
yot,"Yotti"
gbv,"Gbanu"
ayt,"Ayta, Magbukun"
hgw,"Haigwai"
swr,"Saweru"
lcc,"Legenyem"
zpe,"Zapotec, Petapa"
zpd,"Zapotec, Southeastern Ixtlán"
kep,"Kaikadi"
vmj,"Mixtec, Ixtayutla"
clu,"Caluyanun"
cma,"Maa"
qun,"Quinault"
kcf,"Ukaan"
fry,"Frisian"
har,"Harari"
bta,"Bata"
wro,"Worrorra"
mwp,"Kala Lagaw Ya"
sny,"Saniyo-Hiyewe"
nzk,"Nzakara"
knw,"Kung-Ekoka"
wbk,"Waigali"
smn,"Saami, Inari"
shq,"Sala"
zat,"Zapotec, Tabaa"
ngj,"Ngie"
psh,"Pashai, Southwest"
amt,"Amto"
xgu,"Unggumi"
qui,"Quileute"
gww,"Kwini"
agi,"Agariya"
caf,"Carrier, Southern"
pay,"Pech"
cbd,"Carijona"
mwa,"Mwatebu"
gcn,"Gaina"
suq,"Suri, Tirmaga-Chai"
djc,"Daju, Dar Daju"
aaa,"Ghotuo"
etn,"Eton"
